ax,ay,az
-0.047363,-0.015625,1.001221
-0.507568,0.08374,0.697021
-0.061035,0.193604,1.999939
-0.3396,0.255371,1.373047
-0.053467,-0.006104,0.994629
-0.466553,0.133789,1.313721
-0.033203,-0.014893,1.013916
-0.04248,-0.01709,1.008057
-0.047119,-0.016357,1.007324
-0.103271,-0.360107,0.783936
0.050049,-0.063232,0.900635
-0.019531,-0.026611,0.991455
-0.515137,-0.102295,0.643555
-0.018311,0.153809,0.133057
0.042236,-0.026855,0.933594
-0.074707,0.003174,1.016357
0.00293,-0.065186,0.928467
-0.040283,-0.015381,1.001953
0.796875,0.413818,1.464844
0.05957,-0.068604,0.944336
-0.006104,-0.018555,0.990967
-0.028809,-0.011719,1.008789
-0.054443,-0.025879,1.008301
0.045166,0.042969,1.260498
-0.037109,-0.016602,1.008545
-0.041504,-0.013184,1.006592
-0.040039,-0.013672,1.018555
-0.032715,-0.015137,1.013916
-0.041504,-0.016846,1.008301
-0.041504,-0.010254,1.008301
-0.04126,-0.014404,1.008057
-0.035889,-0.012451,1.001465
-0.039795,-0.01709,1.017334
-0.033203,-0.01416,1.003662
-0.045898,-0.014648,1.007324
-0.0354,-0.013916,1.003174
-0.039551,-0.010254,1.00293
-0.033203,-0.017822,1.009277
-0.032715,-0.013428,1.008057
-0.046143,-0.026855,0.990723
-0.038086,-0.009766,1.015381
-0.039063,-0.012207,1.00708
-0.0354,-0.014648,1.000244
-0.037109,-0.015625,1.003662
-0.031738,-0.014404,0.999756
-0.03418,-0.011963,1.005127
-0.040039,-0.010742,1.013672
-0.040771,-0.014893,1.010254
-0.044678,-0.01416,1.012939
-0.036865,-0.011719,1.008545
-0.037354,-0.014404,1.00708
-0.036621,-0.008789,1.002197
-0.036133,-0.017822,1.003662
-0.036377,-0.010742,1.009766
-0.041748,-0.011963,1.010254
-0.039063,-0.015381,1.005127
-0.036621,-0.015381,1.001709
-0.041016,-0.013916,0.997803
-0.038574,-0.012939,1.011475
-0.04248,-0.016846,1.006836
